Property_ID,Title,City,Locality,Property_Type,Price_USD,Area_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Date,Status,Demand_Score,Customer_Rating
PROP-12848,Residential plot of 6215 sqft in South Austin,ATX,South Austin,plot,2866445.7321103276,6215 sqft,,,,2025-02-01,Active,2,4.1
PROP-11068,6 BHK Villa for sale in Downtown,austin,Downtown,Villa,887407.4944875535,1865,6.0,3.0,1983.0,27/04/2024,Active,10,4.9
PROP-11942,4 BHK Villa for sale in Coral Gables,Miami,Coral Gables,Villa,2503362.9368210197,2894,4.0,4.0,2015.0,23/08/2024,Sold,1,4.4
PROP-11647,3 BHK Villa for sale in South Beach,MIA,South Beach,VILLA,1124891.6921929633,2046,3.0,5.0,2005.0,08/03/2025,Pending,10,4.6
PROP-13125,Residential plot of 5651 sqft in SOMA,SAN FRANCISCO,SOMA,Land,7516566.319654865,5651,,,,2024-01-04,Sold,5,3.3
PROP-11700,3 BHK Villa for sale in Brooklyn,N.Y.,Brooklyn,villa,3555089.755884455,2942,3.0,3.0,2022.0,2025-07-07,Sold,1,4.8
PROP-11308,4 BHK Apartment for sale in South Beach,MIAMI,South Beach,Apartment,528143.9474704642,816,4.0,3.0,2020.0,2025-06-07,Active,10,
PROP-12504,4 BHK Apartment for sale in Bronx,New York,Bronx,APT,1959692.8081956396,2079,4.0,1.0,2001.0,2024-12-02,Active,4,3.2
PROP-12753,3 BHK Villa for sale in SOMA,San Francisco,SOMA,Villa,6383113.824259516,4658,3.0,5.0,2004.0,2025-06-29,Active,4,4.8
PROP-13005,Commercial Space / Office in Lincoln Park,CHI,Lincoln Park,Office,1484172.0098108426,2794 sqft,,8.0,2002.0,2025-06-18,Pending,5,
PROP-12123,4 BHK Villa for sale in Mission District,san francisco,Mission District,villa,3136673.4574180488,2175,4.0,5.0,1996.0,2024-06-04,Active,9,5.0
PROP-13292,Commercial Space / Office in Marina,san francisco,Marina,COMMERCIAL,22830170.137594227,19946,,2.0,1997.0,2025-11-03,Active,9,4.9
PROP-10086,Commercial Space / Office in Coral Gables,miami,Coral Gables,Office,17390601.273229018,21700,,4.0,2011.0,2025-04-13,Active,1,4.6
PROP-12308,4 BHK Apartment for sale in South Austin,AUSTIN,South Austin,Apartment,1210718.9082769968,2467,4.0,3.0,1970.0,2025-03-18,Pending,8,4.7
PROP-12472,Commercial Space / Office in Loop,chicago,Loop,COMMERCIAL,4006033.5958251287,11225,,10.0,,2024-06-19,Sold,7,3.1
PROP-12758,Commercial Space / Office in Marina,SAN FRANCISCO,Marina,Office,"$26,258,063",21228,,7.0,1962.0,2025-07-12,Pending,7,3.8
PROP-12594,3 BHK Apartment for sale in Queens,new york,Queens,apartment,1108859.3029849604,834,3.0,1.0,2014.0,2025-02-15,Pending,5,3.9
PROP-12904,6 BHK Villa for sale in Marina,SF,Marina,Villa,7302078.90988244,5772,6.0,3.0,2020.0,2024-04-21,Active,1,4.2
PROP-11029,2 BHK Apartment for sale in West Lake Hills,austin,West Lake Hills,Apartment,803516 USD,1205 sqft,2.0,2.0,1978.0,2025/02/11,Active,10,4.1
PROP-13114,3 BHK Apartment for sale in River North,CHICAGO,River North,Apartment,336238.3758475919,910,3.0,1.0,1980.0,2024-07-04,Sold,9,4.6
PROP-11236,Residential plot of 2686 sqft in South Austin,Austin,South Austin,Plot,1165046.7138117156,2686,,,,15/09/2024,Sold,3,
PROP-12144,5 BHK Villa for sale in Manhattan,NEW YORK,Manhattan,VILLA,5655857.275848091,2970,5.0,2.0,2007.0,2025-05-22,Sold,8,3.4
PROP-10313,Commercial Space / Office in West Lake Hills,ATX,West Lake Hills,Office,11484421.938427743,18862,,5.0,2002.0,2024-05-22,Pending,6,4.7
PROP-11200,Residential plot of 7859 sqft in Loop,CHI,Loop,Plot,"$2,955,449",7859,,,,2025-01-07,Active,3,3.1
PROP-12025,1 BHK Apartment for sale in South Beach,MIAMI,South Beach,apartment,584145.9372560269,0,1.0,2.0,,2025-11-21,Sold,7,4.7
PROP-10621,Residential plot of 1583 sqft in Bronx,New York,Bronx,plot,1724464.118952675,1583,,,,2025-10-04,Active,10,4.9
PROP-11571,Commercial Space / Office in Lincoln Park,chicago,Lincoln Park,Office,2976918.0936926086,6225,,10.0,1991.0,2024-03-19,Active,5,4.1
PROP-10566,3 BHK Apartment for sale in Manhattan,NEW YORK,Manhattan,Apartment,1021286.9123636457,598,3.0,1.0,1953.0,2025-09-19,Pending,7,4.4
PROP-13481,1 BHK Apartment for sale in Coral Gables,MIAMI,Coral Gables,apartment,2055272.4567890714,2120,1.0,1.0,2021.0,2024-04-09,Sold,6,4.1
PROP-11837,Residential plot of 7935 sqft in West Lake Hills,Austin,West Lake Hills,plot,5547842.857818042,7935 sqft,,,,2024-02-25,Pending,3,3.4
PROP-11334,3 BHK Apartment for sale in South Beach,Miami,South Beach,apartment,628385.4791121305,1024,3.0,1.0,1948.0,2024-07-16,Active,8,3.4
PROP-13057,6 BHK Villa for sale in Manhattan,NY,Manhattan,villa,7195655.382103948,4390,6.0,3.0,1996.0,17/01/2025,Sold,3,4.9
PROP-12200,Commercial Space / Office in Little Havana,MIA,Little Havana,COMMERCIAL,3905318.5582263,9311,,9.0,1987.0,2024-08-05,Sold,9,4.4
PROP-12099,Residential plot of 6857 sqft in Hyde Park,CHI,Hyde Park,Plot,1921965.27048339,6857,,,,2024-07-09,Active,4,3.8
PROP-13019,5 BHK Villa for sale in SOMA,san francisco,SOMA,VILLA,7003414.10199087,0,5.0,3.0,2008.0,2025-05-07,Sold,8,4.1
PROP-12699,Commercial Space / Office in Brickell,MIA,Brickell,COMMERCIAL,3713785.0756662185,6386,,10.0,2006.0,2024-03-25,Pending,8,4.3
PROP-10276,Residential plot of 7251 sqft in Marina,San Francisco,Marina,Plot,7094149.304873102,7251,,,,2024/02/27,Pending,6,4.8
PROP-11688,3 BHK Apartment for sale in Queens,NEW YORK,Queens,Apartment,"$1,009,067",933,3.0,3.0,1971.0,2024-02-16,Pending,5,3.5
PROP-10745,Residential plot of 8073 sqft in Hyde Park,chicago,Hyde Park,Plot,2467575.744184636,8073,,,,2024-05-27,Pending,9,5.0
PROP-12359,4 BHK Villa for sale in Brooklyn,NY,Brooklyn,VILLA,,4539,4.0,5.0,1986.0,2025-06-22,Active,5,5.0
PROP-12876,4 BHK Villa for sale in SOMA,San Francisco,SOMA,VILLA,4584077.842725283,2956,4.0,5.0,2015.0,2025-02-16,Active,6,3.9
PROP-12187,Residential plot of 9716 sqft in Coral Gables,miami,Coral Gables,Land,8601400.932491798,9716,,,,2025-01-23,Pending,1,3.9
PROP-10195,Commercial Space / Office in Pacific Heights,san francisco,Pacific Heights,COMMERCIAL,33344330.237876568,17623,,6.0,2014.0,04/11/2025,Active,5,3.2
PROP-11152,Residential plot of 2404 sqft in South Beach,MIA,South Beach,plot,1415217.922289905,2404,,,,2024-02-14,Sold,10,4.8
PROP-12705,4 BHK Apartment for sale in Downtown,Austin,Downtown,Apt,469221.18706628686,1155,4.0,3.0,1950.0,2024-07-09,Pending,10,4.1
PROP-10963,Residential plot of 7938 sqft in South Austin,Austin,South Austin,Plot,3156835.8694278505,7938,,,,2025-03-13,Sold,4,3.4
PROP-10802,Residential plot of 5734 sqft in Downtown,AUSTIN,Downtown,Land,2653400.2742632404,5734,,,,2024-08-21,Pending,6,4.1
PROP-11619,Commercial Space / Office in Manhattan,NEW YORK,Manhattan,Office,17659094.26615193,8911,,3.0,2003.0,2024-03-24,Sold,10,4.3
PROP-12350,4 BHK Villa for sale in Little Havana,MIA,Little Havana,Villa,Contact Agent,2179,,3.0,1980.0,2024-08-03,Active,9,
PROP-12502,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,11661278.80372598,9128 SQFT,,10.0,1978.0,2025-04-10,Active,4,4.5
PROP-10241,5 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,VILLA,2578779.388665833,5081,5.0,2.0,1990.0,2025-10-13,Active,3,3.9
PROP-12068,Residential plot of 6302 sqft in Bronx,NEW YORK,Bronx,land,6672514.299649406,6302,,,,2025-05-14,Sold,3,4.4
PROP-12032,4 BHK Apartment for sale in South Austin,austin,South Austin,Apt,906642.3276482924,1854,4.0,2.0,1941.0,2024-06-08,Pending,4,4.7
PROP-10644,Residential plot of 7605 sqft in East Austin,austin,East Austin,Plot,2669118.504321055,7605,,,,2025-11-14,Active,4,4.7
PROP-10924,Commercial Space / Office in Queens,N.Y.,Queens,Office,21038284.896877125,18659,,9.0,1977.0,2024-06-20,Sold,6,4.0
PROP-11007,6 BHK Villa for sale in West Lake Hills,AUSTIN,West Lake Hills,villa,2274874.410957575,3040,6.0,2.0,2005.0,2025-07-12,Sold,7,3.9
PROP-12730,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,7945421.203854393,10665,,5.0,1994.0,2024-10-05,Sold,8,3.3
PROP-11637,2 BHK Apartment for sale in Little Havana,Miami,Little Havana,Apartment,531780.7312943658,1133,2.0,1.0,1925.0,2024-01-25,Sold,1,3.6
PROP-10120,Commercial Space / Office in Marina,San Francisco,Marina,Office,20850202.00449105,19261,,10.0,1968.0,2024-09-18,Sold,2,4.8
PROP-11777,3 BHK Villa for sale in Pacific Heights,SF,Pacific Heights,VILLA,,1894,3.0,2.0,1984.0,28/10/2024,Pending,2,4.9
PROP-10309,Commercial Space / Office in Downtown,AUSTIN,Downtown,Office,9489573.401048632,20350,,8.0,1975.0,2025-07-15,Pending,9,4.2
PROP-10822,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Office,11143235.132096749,11945,,9.0,,2024-10-18,Sold,10,4.4
PROP-12135,Commercial Space / Office in Downtown,AUSTIN,Downtown,commercial,7036506.734400352,14155,,10.0,2017.0,2025-08-17,Active,10,4.0
PROP-13332,3 BHK Villa for sale in West Lake Hills,Austin,West Lake Hills,villa,1445621.8060280853,2395,3.0,3.0,2018.0,2025-07-03,Sold,2,3.0
PROP-10874,Residential plot of 7191 sqft in South Beach,Miami,South Beach,plot,4114426.932347791,7191,,,,2024-12-15,Sold,10,4.1
PROP-10134,1 BHK Apartment for sale in Lincoln Park,CHI,Lincoln Park,apartment,649997.0137429605,1123,1.0,2.0,1962.0,24/01/2025,Pending,8,3.7
PROP-10255,Residential plot of 5773 sqft in Pacific Heights,san francisco,Pacific Heights,Land,12888644.481034236,5773,,,,2025-09-11,Pending,8,4.6
PROP-13461,1 BHK Apartment for sale in Marina,SF,Marina,Apt,"$1,735,044",1475,1.0,1.0,1960.0,2024-11-03,Pending,5,3.5
PROP-13155,1 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apt,2628000.595274005,1849,1.0,3.0,2020.0,2024-01-03,Pending,10,4.4
PROP-12559,Residential plot of 9351 sqft in South Austin,austin,South Austin,land,4017483.861875062,9351,,,,2025-08-22,Sold,9,4.5
PROP-10062,Commercial Space / Office in Manhattan,NY,Manhattan,Office,44960908 USD,23482,,3.0,1991.0,2025-03-30,Active,8,4.2
PROP-12139,Residential plot of 4167 sqft in Downtown,AUSTIN,Downtown,Land,1855573.0636900072,4167,,,,2024-08-20,Pending,6,3.9
PROP-11358,Residential plot of 5243 sqft in Pacific Heights,SF,Pacific Heights,Plot,10623117.030889424,5243,,,,2024-01-09,Sold,1,3.2
PROP-11420,Residential plot of 4068 sqft in Loop,CHI,Loop,plot,1445283.8346480725,4068,,,,2025-10-18,Sold,9,4.0
PROP-13424,Residential plot of 5289 sqft in Brooklyn,NY,Brooklyn,Land,6602828.238008733,5289 sqft,,,,2025-11-23,Pending,3,4.8
PROP-12467,2 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,APT,1023210.0942382682,1384,2.0,1.0,1926.0,2025-02-02,Active,2,4.4
PROP-10679,3 BHK Apartment for sale in Hyde Park,chicago,Hyde Park,apartment,404889.04547663475,1694,3.0,1.0,1994.0,2025-01-07,Sold,9,4.6
PROP-12041,2 BHK Apartment for sale in Loop,CHICAGO,Loop,Apartment,224692.7618427003,720,2.0,2.0,1920.0,2024-07-14,Active,1,4.8
PROP-10741,3 BHK Villa for sale in South Beach,miami,South Beach,VILLA,2516632.9840044156,4404,3.0,2.0,1989.0,2024/09/13,Pending,10,4.6
PROP-11211,4 BHK Apartment for sale in Queens,N.Y.,Queens,apartment,1506462.9195176947,1196,4.0,3.0,1989.0,2025-03-19,Sold,6,4.3
PROP-12170,5 BHK Villa for sale in Lincoln Park,CHICAGO,Lincoln Park,villa,1181994.911068414,2582,5.0,3.0,2019.0,2024-08-10,Active,2,4.7
PROP-10362,2 BHK Apartment for sale in Queens,New York,Queens,Apartment,2590267.1531261224,2384,2.0,3.0,1945.0,2024-12-25,Active,5,4.9
PROP-10444,Commercial Space / Office in Brooklyn,NEW YORK,Brooklyn,commercial,29735291.61132786,21687,,7.0,1962.0,2024-07-22,Active,4,4.8
PROP-10567,4 BHK Apartment for sale in Little Havana,MIA,Little Havana,apartment,923284.2425699668,1683,4.0,3.0,1982.0,2024-11-25,Pending,4,3.2
PROP-11873,Commercial Space / Office in East Austin,Austin,East Austin,COMMERCIAL,5837641.2656098865,16501,,2.0,2017.0,2024-10-30,Active,9,4.1
PROP-13357,4 BHK Apartment for sale in East Austin,Austin,East Austin,Apt,628929.9086760686,1816,4.0,2.0,1921.0,2025-06-09,Pending,10,4.3
PROP-12596,4 BHK Apartment for sale in Coral Gables,miami,Coral Gables,Apartment,1858665.8279954195,2013,4.0,2.0,2011.0,2024-01-21,Pending,10,4.1
PROP-11717,5 BHK Villa for sale in South Beach,MIAMI,South Beach,villa,3206187.142135319,5717,5.0,2.0,1981.0,2025-05-04,Pending,4,
PROP-11392,Commercial Space / Office in Marina,SF,Marina,Commercial,22656275.816650707,17695,,4.0,2020.0,2025-07-07,Pending,2,4.4
PROP-10294,Residential plot of 1801 sqft in South Beach,miami,South Beach,plot,978431.4271053796,1801,,,,2024-02-26,Active,5,4.7
PROP-12875,Residential plot of 2436 sqft in Hyde Park,CHI,Hyde Park,Land,714551.3122407681,2436,,,,2025-07-07,Sold,5,4.2
PROP-12556,5 BHK Villa for sale in Manhattan,NY,Manhattan,villa,8563751.23432196,5569 sqft,5.0,2.0,2012.0,27/09/2024,Active,3,4.4
PROP-10489,Residential plot of 1353 sqft in Marina,SF,Marina,plot,1537155.2302205572,1353,,,,2024-12-11,Pending,6,4.5
PROP-10493,2 BHK Apartment for sale in Manhattan,New York,Manhattan,Apt,3334850.748376062,1813,2.0,1.0,1995.0,2025-08-09,Sold,4,4.6
PROP-10690,3 BHK Villa for sale in Bronx,NY,Bronx,villa,4873038.008194531,4872,3.0,2.0,1983.0,2024-10-09,Pending,5,3.2
PROP-13435,1 BHK Apartment for sale in Hyde Park,chicago,Hyde Park,Apt,454787.5809899927,1500,1.0,1.0,1966.0,2025-03-28,Pending,7,3.7
PROP-10602,4 BHK Villa for sale in Brickell,MIAMI,Brickell,Villa,"$3,083,152",4850,4.0,2.0,1995.0,2025-10-27,Active,1,4.0
PROP-11911,6 BHK Villa for sale in Bronx,N.Y.,Bronx,VILLA,3202633.731491748,3257,6.0,5.0,1994.0,2024-11-22,Active,9,4.8
PROP-11014,3 BHK Apartment for sale in Brooklyn,N.Y.,Brooklyn,Apartment,1427043.7386160786,1068,3.0,1.0,1924.0,2025-03-14,Sold,5,3.1
PROP-13148,Residential plot of 6345 sqft in South Beach,MIAMI,South Beach,land,"$3,329,539",6345,,,,28/08/2024,Sold,10,
PROP-11993,Residential plot of 2609 sqft in Brooklyn,New York,Brooklyn,Plot,2856254.5971327103,2609,,,,17/09/2024,Active,4,4.1
PROP-13260,4 BHK Apartment for sale in SOMA,SF,SOMA,APT,1380252 USD,1157,4.0,2.0,2011.0,19/07/2025,Active,10,4.6
PROP-12963,Commercial Space / Office in Brooklyn,N.Y.,Brooklyn,Office,11301562.54782416,8983,,10.0,2012.0,2025-09-08,Sold,8,3.8
PROP-12636,3 BHK Apartment for sale in Queens,NEW YORK,Queens,apartment,1853411.9488262993,1425,3.0,3.0,1920.0,2025-06-28,Active,7,4.6
PROP-12366,4 BHK Apartment for sale in Loop,Chicago,Loop,apartment,845502.0621509224,2183 sqft,4.0,2.0,1956.0,13/10/2025,Sold,7,
PROP-11187,Residential plot of 8520 sqft in Hyde Park,Chicago,Hyde Park,Land,2508495.812044044,8520,,,,2025-01-27,Sold,3,3.7
PROP-10274,1 BHK Apartment for sale in River North,Chicago,River North,APT,"$691,110",1720,1.0,3.0,1937.0,2024-11-05,Active,4,4.7
PROP-12686,Residential plot of 5572 sqft in Manhattan,NY,Manhattan,Land,8672842.21883444,5572,,,,2024-06-08,Pending,10,4.2
PROP-11573,Residential plot of 3458 sqft in Little Havana,MIAMI,Little Havana,Plot,1878439.2860483949,3458,,,,2024-05-30,Sold,1,3.2
PROP-11361,Residential plot of 6353 sqft in Pacific Heights,San Francisco,Pacific Heights,land,14807488.30797352,6353 sqft,,,,2025-06-22,Sold,10,4.0
PROP-12991,Commercial Space / Office in Downtown,AUSTIN,Downtown,commercial,4788052.5075765895,9700,,6.0,2013.0,2024-03-23,Sold,10,4.8
PROP-11526,Commercial Space / Office in Little Havana,MIA,Little Havana,Commercial,"$5,516,821",12335,,7.0,1976.0,2024-01-17,Sold,3,4.8
PROP-13378,Commercial Space / Office in Brickell,MIAMI,Brickell,COMMERCIAL,955871.421773859,1507,,9.0,1996.0,2024/11/05,Pending,5,3.6
PROP-13082,Residential plot of 6867 sqft in Brickell,Miami,Brickell,Plot,3606324.541574467,6867 sqft,,,,2024-07-10,Sold,7,4.8
PROP-10337,Commercial Space / Office in Little Havana,miami,Little Havana,COMMERCIAL,2384255.9913631333,5469 SQFT,,9.0,2006.0,2025/01/02,Active,6,3.3
PROP-13273,4 BHK Villa for sale in Brooklyn,new york,Brooklyn,villa,2465411.060006964,2246,4.0,2.0,1983.0,2025-05-03,Active,4,
PROP-13263,3 BHK Apartment for sale in Downtown,Austin,Downtown,Apartment,644785.2746044106,1315,3.0,3.0,1939.0,2025-08-15,Active,4,4.5
PROP-11184,Commercial Space / Office in Mission District,SF,Mission District,COMMERCIAL,6081620.087392124,4227,,4.0,1974.0,2025-07-30,Active,6,3.7
PROP-11337,Residential plot of 7285 sqft in West Lake Hills,Austin,West Lake Hills,plot,5628186.16908906,7285,,,,2025-02-17,Pending,10,4.3
PROP-10945,2 BHK Apartment for sale in Brooklyn,NY,Brooklyn,apartment,"$1,295,835",1064,2.0,2.0,1965.0,2025-07-06,Pending,3,
PROP-10060,Residential plot of 2801 sqft in South Austin,austin,South Austin,plot,"$1,321,351",2801,,,,2024-01-27,Pending,4,4.2
PROP-12250,Residential plot of 1223 sqft in Brickell,MIA,Brickell,Plot,816243.2149950734,1223,,,,2025-05-26,Active,10,4.7
PROP-12343,Residential plot of 7271 sqft in South Austin,ATX,South Austin,Plot,2938126.206529587,7271,,,,2024-06-17,Active,8,3.3
PROP-10839,5 BHK Villa for sale in Brickell,MIAMI,Brickell,villa,"$2,501,101",3968,5.0,2.0,1994.0,2025-08-16,Pending,1,4.1
PROP-13103,3 BHK Villa for sale in Loop,Chicago,Loop,Villa,"$1,755,380",5564,3.0,5.0,2006.0,2025-09-13,Pending,3,4.8
PROP-12346,2 BHK Apartment for sale in Queens,NEW YORK,Queens,APT,1785782.8770695457,1376,2.0,1.0,2022.0,2025-04-29,Sold,3,4.6
PROP-10068,Commercial Space / Office in Marina,SF,Marina,COMMERCIAL,7354267.101459591,6157,,7.0,1979.0,2025-08-04,Active,3,3.3
PROP-11389,Commercial Space / Office in Queens,NEW YORK,Queens,Office,7303453.884377757,5487,,7.0,1967.0,2024-10-25,Active,8,3.0
PROP-12040,Commercial Space / Office in River North,chicago,River North,COMMERCIAL,7997498.721060946,20894 sqft,,3.0,2016.0,2024-03-06,Pending,10,4.6
PROP-11598,2 BHK Apartment for sale in Little Havana,MIA,Little Havana,APT,365370 USD,888,2.0,3.0,1974.0,2025-06-01,Sold,1,3.2
PROP-13375,4 BHK Apartment for sale in Little Havana,miami,Little Havana,Apartment,1054408.4419461775,2457,4.0,2.0,1933.0,2024-02-11,Sold,6,
PROP-11070,5 BHK Villa for sale in Brooklyn,New York,Brooklyn,VILLA,6753783.158357285,5580 sqft,5.0,5.0,2002.0,2025-09-01,Pending,10,4.7
PROP-11459,Residential plot of 3032 sqft in SOMA,san francisco,SOMA,land,4268478.198747325,3032,,,,2024-01-21,Active,10,4.8
PROP-11503,3 BHK Villa for sale in Hyde Park,chicago,Hyde Park,VILLA,984746.6817805149,3483,3.0,3.0,1999.0,2025-08-08,Sold,1,4.5
PROP-12941,3 BHK Apartment for sale in Manhattan,new york,Manhattan,apartment,2241673.416083019,1444,3.0,3.0,1973.0,2025-10-06,Sold,8,4.1
PROP-10150,Commercial Space / Office in East Austin,ATX,East Austin,COMMERCIAL,7819015.083529758,20069,,2.0,2015.0,2024-04-05,Pending,6,4.7
PROP-12896,2 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,Apartment,384936.6247051436,1428,2.0,1.0,2007.0,2025-09-07,Sold,3,3.1
PROP-12086,Residential plot of 3526 sqft in Manhattan,N.Y.,Manhattan,Plot,6607877.646467379,3526,,,,2024-02-01,Active,10,4.7
PROP-11516,Residential plot of 5539 sqft in Marina,San Francisco,Marina,land,"$6,511,523",5539,,,,2025/04/02,Active,10,4.2
PROP-12259,Residential plot of 1080 sqft in East Austin,Austin,East Austin,land,352881.43642102147,1080,,,,08/01/2024,Sold,2,4.9
PROP-13108,2 BHK Apartment for sale in South Beach,MIA,South Beach,Apartment,1018978.4006496879,1548,2.0,1.0,2009.0,2024-12-08,Pending,4,4.8
PROP-13157,Residential plot of 5742 sqft in Coral Gables,Miami,Coral Gables,land,5445379.339932924,5742,,,,2025-04-14,Active,10,4.9
PROP-12424,1 BHK Apartment for sale in Little Havana,Miami,Little Havana,Apartment,1036847.5493352247,2311,,2.0,1932.0,2024/06/27,Active,7,3.1
PROP-13466,Commercial Space / Office in East Austin,Austin,East Austin,Office,1297504.9726266318,3780,,4.0,1977.0,2024-03-26,Sold,1,4.6
PROP-10859,Residential plot of 2619 sqft in Mission District,SAN FRANCISCO,Mission District,Land,3415597.8848800464,2619,,,,2025-11-05,Pending,7,3.0
PROP-12756,Commercial Space / Office in Hyde Park,CHICAGO,Hyde Park,COMMERCIAL,4967721.168184597,17308,,8.0,1986.0,2025-11-10,Pending,8,4.4
PROP-12774,Residential plot of 8795 sqft in Loop,CHI,Loop,Land,2719396.159826702,8795 sqft,,,,05/02/2024,Active,6,5.0
PROP-12426,1 BHK Apartment for sale in Lincoln Park,chicago,Lincoln Park,Apartment,1001233.7005559598,1900,1.0,2.0,1949.0,2024-10-31,Active,10,4.6
PROP-13255,4 BHK Apartment for sale in SOMA,SF,SOMA,apartment,2834423.7391531793,2106,4.0,1.0,2000.0,24/03/2025,Pending,5,4.7
PROP-10366,Commercial Space / Office in Bronx,New York,Bronx,Office,15539235.961719315,18126,,3.0,1967.0,2025-02-14,Active,3,3.1
PROP-11432,4 BHK Villa for sale in Bronx,NY,Bronx,VILLA,5807381.52366863,-5814,4.0,4.0,1997.0,2024-12-19,Sold,1,3.5
PROP-11364,2 BHK Apartment for sale in South Austin,AUSTIN,South Austin,APT,1153611.1957318508,2285,2.0,3.0,2017.0,2025-11-02,Pending,9,4.5
PROP-11779,Commercial Space / Office in Little Havana,Miami,Little Havana,Office,1706042.6050003644,3516,,9.0,1960.0,2025-10-19,Active,10,4.7
PROP-10689,4 BHK Apartment for sale in East Austin,AUSTIN,East Austin,APT,503905 USD,1375,4.0,2.0,1991.0,2024-07-23,Sold,9,4.3
PROP-13322,6 BHK Villa for sale in Little Havana,Miami,Little Havana,VILLA,3039268.9406436086,5589,6.0,3.0,1994.0,04/01/2024,Pending,2,3.5
PROP-11818,4 BHK Villa for sale in SOMA,SF,SOMA,villa,5778111.593443197,4303,4.0,3.0,1983.0,2025-01-31,Pending,5,4.8
PROP-10369,Residential plot of 2253 sqft in Coral Gables,miami,Coral Gables,Plot,2125686.9424814857,2253,,,,2025-06-16,Pending,4,3.6
PROP-10841,3 BHK Villa for sale in Hyde Park,chicago,Hyde Park,Villa,1375394.8195422888,5318,3.0,4.0,2021.0,2025-05-06,Active,5,3.3
PROP-12704,4 BHK Apartment for sale in Loop,CHICAGO,Loop,apartment,459933.81884634256,1158,4.0,1.0,,2024/07/10,Pending,7,4.3
PROP-11189,Commercial Space / Office in Pacific Heights,san francisco,Pacific Heights,Office,31791778.750594743,14682,,4.0,,11/08/2024,Pending,9,4.6
PROP-10175,2 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,apartment,3958604.2204835033,1701,2.0,1.0,1987.0,2024-03-15,Sold,7,4.2
PROP-12309,Commercial Space / Office in Downtown,Austin,Downtown,commercial,9958825.250647763,0,,8.0,1997.0,27/04/2025,Pending,10,4.0
PROP-10617,Commercial Space / Office in Hyde Park,CHICAGO,Hyde Park,COMMERCIAL,2097442.7237837445,6846,,4.0,1962.0,2024-08-03,Pending,10,4.3
PROP-12093,3 BHK Apartment for sale in South Beach,MIAMI,South Beach,apartment,431116.67905658187,719,3.0,3.0,1968.0,2025-06-20,Active,6,4.9
PROP-13016,1 BHK Apartment for sale in Hyde Park,chicago,Hyde Park,Apartment,458998.0796137762,0,1.0,1.0,1937.0,2024-03-16,Active,3,4.3
PROP-10082,Commercial Space / Office in Bronx,New York,Bronx,COMMERCIAL,8061680.565764166,8725,,8.0,1965.0,2024-01-29,Active,6,4.6
PROP-10816,Commercial Space / Office in South Beach,Miami,South Beach,commercial,3482348.2268162207,6472,,2.0,1990.0,2024-05-15,Sold,8,4.1
PROP-11030,Commercial Space / Office in Bronx,NEW YORK,Bronx,Commercial,5284183.712820156,6214,,10.0,1973.0,2024-01-30,Sold,9,4.1
PROP-13219,Commercial Space / Office in South Austin,austin,South Austin,Office,5559796.0461963,14428,,3.0,1999.0,2024-11-16,Pending,2,3.2
PROP-10300,6 BHK Villa for sale in River North,Chicago,River North,villa,1166803.502551746,3072,6.0,4.0,2009.0,2025/02/27,Active,9,4.7
PROP-11472,5 BHK Villa for sale in Brooklyn,NEW YORK,Brooklyn,villa,2131108.191943068,1859,,5.0,2006.0,2024-04-03,Sold,9,4.1
PROP-10283,1 BHK Apartment for sale in Lincoln Park,CHI,Lincoln Park,APT,783452.9368659578,1492,1.0,1.0,1945.0,2025-04-13,Sold,1,
PROP-12028,Commercial Space / Office in Brickell,Miami,Brickell,Office,7482442.719139752,11040,,7.0,,09/05/2025,Pending,1,3.3
PROP-13109,1 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apt,3274638.2275767815,1677,1.0,3.0,1958.0,2024-12-16,Pending,7,4.5
PROP-12461,Residential plot of 2534 sqft in Lincoln Park,Chicago,Lincoln Park,plot,1336847.1929229966,2534,,,,2024-07-13,Active,3,
PROP-10609,Residential plot of 1404 sqft in Loop,CHI,Loop,plot,465828.6066575276,1404,,,,2025-01-03,Pending,6,3.9
PROP-11813,Residential plot of 3904 sqft in Lincoln Park,CHI,Lincoln Park,land,2042750.941801352,3904,,,,2025-04-17,Pending,8,4.0
PROP-11271,Residential plot of 7654 sqft in Pacific Heights,SAN FRANCISCO,Pacific Heights,land,14418966.207789766,7654,,,,2024-06-20,Sold,6,3.3
PROP-12772,4 BHK Villa for sale in Manhattan,new york,Manhattan,villa,7062261.716048579,4468,4.0,3.0,1992.0,2024-08-28,Active,10,4.5
PROP-10661,Commercial Space / Office in Pacific Heights,SAN FRANCISCO,Pacific Heights,Commercial,34181679.07012127,15639,,7.0,1979.0,2025-09-02,Sold,1,4.1
