Property_ID,Title,City,Locality,Property_Type,Price_USD,Area_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Date,Status,Demand_Score,Customer_Rating,Price_Per_SqFt,Property_Age,Investment_Score
PROP-12795,2 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,602811.69,719.0,2,3,2023.0,2024-06-11,Active,8,4.9,838.4,3.0,7.8
PROP-12796,4 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,4097096.63,3052.0,4,5,1981.0,2025-01-27,Sold,5,4.1,1342.43,45.0,6.0
PROP-12797,Residential plot of 9098 sqft in East Austin,Austin,East Austin,Plot,3153497.91,9098.0,0,0,1994.0,2024-03-19,Active,5,3.7,346.61,32.0,5.8
PROP-12798,Residential plot of 3597 sqft in Hyde Park,Chicago,Hyde Park,Plot,1107778.44,3597.0,0,0,1993.0,2024-07-27,Pending,7,3.8,307.97,33.0,6.5
PROP-12799,4 BHK Apartment for sale in River North,Chicago,River North,Apartment,366486.63,1122.0,4,3,1921.0,2024-12-30,Pending,3,4.5,326.64,105.0,5.5
PROP-12800,Residential plot of 9722 sqft in South Austin,Austin,South Austin,Plot,3787699.27,9722.0,0,0,1991.0,2024-10-05,Active,10,5.0,389.6,35.0,8.7
PROP-12801,1 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,949797.03,1376.0,1,1,1964.0,2024-12-17,Sold,10,4.9,690.26,62.0,8.4
PROP-12802,3 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,1134667.56,546.0,3,1,2001.0,2024-03-03,Pending,9,4.8,2078.15,25.0,8.0
PROP-12803,Residential plot of 8345 sqft in Marina,San Francisco,Marina,Plot,8990461.9,8345.0,0,0,1991.5,2025-09-19,Sold,8,3.5,1077.35,34.5,6.9
PROP-12804,6 BHK Villa for sale in South Beach,Miami,South Beach,Villa,1911839.42,3172.0,6,4,2005.0,2025-08-22,Sold,10,4.8,602.72,21.0,8.4
PROP-12805,3 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2678419.26,5990.0,3,4,2013.0,2025-02-17,Sold,10,4.1,447.15,13.0,8.2
PROP-12806,3 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,960869.55,1450.0,3,1,1947.0,2024-04-18,Active,3,4.5,662.67,79.0,5.4
PROP-12807,Commercial Space / Office in Bronx,New York,Bronx,Commercial,11286159.0,10371.0,0,5,2012.0,2025-07-30,Pending,2,3.4,1088.24,14.0,4.1
PROP-12808,Residential plot of 1939 sqft in Bronx,New York,Bronx,Plot,1700235.99,1939.0,0,0,1993.0,2025-05-19,Active,7,4.1,876.86,33.0,6.9
PROP-12809,1 BHK Apartment for sale in Coral Gables,Miami,Coral Gables,Apartment,1387557.97,1434.0,1,1,1924.0,2025-05-11,Pending,2,4.1,967.61,102.0,4.6
PROP-12810,2 BHK Apartment for sale in Marina,San Francisco,Marina,Apartment,2477933.06,2142.0,2,2,1964.0,2025-05-17,Active,2,3.1,1156.83,62.0,4.1
PROP-12811,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,4906760.0,3064.0,0,10,1973.0,2025-10-06,Pending,9,4.1,1601.42,53.0,7.7
PROP-12812,1 BHK Apartment for sale in Marina,San Francisco,Marina,Apartment,790557.38,627.0,1,1,1920.0,2024-05-23,Active,3,4.4,1260.86,106.0,5.2
PROP-12813,2 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,3065055.48,1659.0,2,2,2012.0,2024-01-06,Pending,9,4.9,1847.53,14.0,8.0
PROP-12814,4 BHK Villa for sale in Bronx,New York,Bronx,Villa,2964694.96,3027.0,4,4,1987.0,2024-09-20,Sold,6,4.0,979.42,39.0,6.3
PROP-12815,Residential plot of 7397 sqft in Brooklyn,New York,Brooklyn,Plot,8386810.13,7397.0,0,0,1994.0,2024-02-06,Sold,5,4.8,1133.81,32.0,6.5
PROP-12816,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,4449035.96,1924.0,4,2,1999.0,2024-12-02,Active,5,3.3,2312.39,27.0,5.3
PROP-12817,Residential plot of 9244 sqft in Mission District,San Francisco,Mission District,Plot,12718870.0,9244.0,0,0,1994.0,2024-05-07,Active,3,3.0,1375.91,32.0,4.5
PROP-12818,4 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apartment,2176840.87,1420.0,4,3,2020.0,2024-10-13,Active,3,4.2,1532.99,6.0,5.1
PROP-12819,4 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,1006275.34,1354.0,4,2,2016.0,2024-06-27,Active,3,4.9,743.19,10.0,5.5
PROP-12820,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,30201668.49,14599.0,0,6,2012.0,2024-12-01,Pending,10,4.7,2068.75,14.0,8.1
PROP-12821,Residential plot of 5172 sqft in Marina,San Francisco,Marina,Plot,5214497.82,5172.0,0,0,1991.5,2025-05-29,Active,3,4.0,1008.22,34.5,5.3
PROP-12822,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,9887388.99,9423.0,0,10,2000.0,2025-05-26,Sold,5,5.0,1049.28,26.0,6.6
PROP-12823,4 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,1896024.39,978.0,4,2,1961.0,2025-07-30,Active,10,4.2,1938.68,65.0,7.9
PROP-12824,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,27068350.9,17865.0,0,4,1968.0,2025-06-20,Sold,9,4.8,1515.16,58.0,7.8
PROP-12825,2 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,1141230.48,913.0,2,3,1979.0,2024-03-15,Active,6,4.3,1249.98,47.0,6.4
PROP-12826,2 BHK Apartment for sale in Queens,New York,Queens,Apartment,2541305.9,2215.0,2,1,1928.0,2025-09-16,Sold,2,3.2,1147.32,98.0,4.3
PROP-12827,Commercial Space / Office in Bronx,New York,Bronx,Commercial,1642745.07,1743.0,0,7,2016.0,2025-09-12,Active,2,4.7,942.48,10.0,5.1
PROP-12828,Residential plot of 4620 sqft in Manhattan,New York,Manhattan,Plot,7106347.58,4620.0,0,0,1991.0,2024-05-22,Active,5,4.5,1538.17,35.0,6.4
PROP-12829,4 BHK Villa for sale in Marina,San Francisco,Marina,Villa,2089453.75,1869.0,4,5,1992.0,2025-02-07,Pending,4,4.4,1117.95,34.0,5.7
PROP-12830,Residential plot of 5360 sqft in Little Havana,Miami,Little Havana,Plot,2843353.0,5360.0,0,0,1994.0,2024-07-09,Pending,3,4.2,530.48,32.0,5.1
PROP-12831,Residential plot of 9293 sqft in West Lake Hills,Austin,West Lake Hills,Plot,6712564.31,9293.0,0,0,1990.0,2025-06-02,Active,7,4.0,722.32,36.0,6.6
PROP-12832,3 BHK Apartment for sale in Coral Gables,Miami,Coral Gables,Apartment,1327781.16,1590.0,3,3,1980.0,2025-07-25,Pending,8,4.8,835.08,46.0,7.7
PROP-12833,5 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1404527.75,4157.0,5,4,2024.0,2025-10-28,Active,2,3.0,337.87,2.0,4.2
PROP-12834,Residential plot of 4420 sqft in River North,Chicago,River North,Plot,1577570.69,4420.0,0,0,1986.0,2025-10-26,Pending,8,4.4,356.92,40.0,7.3
PROP-12835,4 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2577482.86,4572.0,4,2,1982.0,2025-10-05,Sold,6,4.5,563.75,44.0,6.5
PROP-12836,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,Commercial,2240803.67,4457.0,0,4,2012.0,2024-11-14,Sold,8,4.6,502.76,14.0,7.5
PROP-12837,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,6406190.18,22857.0,0,5,1983.0,2025-02-25,Pending,10,4.1,280.27,43.0,8.0
PROP-12838,Commercial Space / Office in River North,Chicago,River North,Commercial,3164419.0,8568.0,0,7,2020.0,2025-09-15,Sold,9,4.1,369.33,6.0,7.5
PROP-12839,4 BHK Villa for sale in Pacific Heights,San Francisco,Pacific Heights,Villa,11011761.0,5764.0,4,5,1997.0,2024-07-25,Pending,2,4.5,1910.44,29.0,5.1
PROP-12840,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,3036376.96,11830.0,0,3,1980.0,2025-11-04,Active,1,4.2,256.67,46.0,4.5
PROP-12841,6 BHK Villa for sale in River North,Chicago,River North,Villa,1695243.83,4370.0,6,4,2016.0,2024-10-25,Pending,10,4.1,387.93,10.0,7.8
PROP-12842,Commercial Space / Office in Downtown,Austin,Downtown,Commercial,1853825.68,4256.0,0,10,1962.0,2025-11-03,Sold,6,4.5,435.58,64.0,6.7
PROP-12843,6 BHK Villa for sale in Coral Gables,Miami,Coral Gables,Villa,1997584.61,2528.0,6,4,2005.0,2024-03-04,Sold,4,4.6,790.18,21.0,6.0
PROP-12844,6 BHK Villa for sale in East Austin,Austin,East Austin,Villa,721819.71,1832.0,6,4,2001.0,2025-04-06,Pending,5,3.2,394.01,25.0,5.3
PROP-12845,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,8725850.06,7574.0,0,4,2016.0,2024-09-05,Active,1,3.7,1152.08,10.0,4.2
PROP-12846,6 BHK Villa for sale in Bronx,New York,Bronx,Villa,1868422.9,1990.0,6,5,2007.0,2025-01-30,Sold,6,3.0,938.91,19.0,5.8
PROP-12847,Residential plot of 3227 sqft in Little Havana,Miami,Little Havana,Plot,1495749.31,3227.0,0,0,1994.0,2024-09-17,Active,5,3.1,463.51,32.0,5.4
PROP-12848,Residential plot of 6215 sqft in South Austin,Austin,South Austin,Plot,2866445.73,6215.0,0,0,1991.0,2025-02-01,Active,2,4.1,461.21,35.0,4.7
PROP-12849,2 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,1914177.42,1955.0,2,2,1930.0,2025-06-02,Active,9,4.1,979.12,96.0,7.5
PROP-12850,Residential plot of 7897 sqft in Manhattan,New York,Manhattan,Plot,15257102.24,7897.0,0,0,1991.0,2024-04-15,Sold,9,4.7,1932.01,35.0,7.8
PROP-12851,4 BHK Villa for sale in Downtown,Austin,Downtown,Villa,1821450.07,3641.0,4,2,2005.0,2024-12-11,Active,10,4.2,500.26,21.0,7.8
PROP-12852,Residential plot of 9010 sqft in Mission District,San Francisco,Mission District,Plot,13281409.01,9010.0,0,0,1994.0,2025-03-12,Pending,6,4.2,1474.07,32.0,6.3
PROP-12853,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,24913517.67,21514.0,0,7,1967.0,2025-09-02,Active,8,3.2,1158.01,59.0,6.7
PROP-12854,3 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2301029.92,2106.0,3,1,1944.0,2025-02-15,Pending,5,5.0,1092.61,82.0,6.6
PROP-12855,Residential plot of 9828 sqft in West Lake Hills,Austin,West Lake Hills,Plot,5922235.03,9828.0,0,0,1990.0,2025-06-11,Pending,4,4.2,602.59,36.0,5.8
PROP-12856,Commercial Space / Office in East Austin,Austin,East Austin,Commercial,761231.41,2310.0,0,7,1963.0,2024-03-07,Active,5,4.5,329.54,63.0,6.3
PROP-12857,Commercial Space / Office in River North,Chicago,River North,Commercial,3703144.59,10606.0,0,9,2016.0,2024-08-21,Active,6,4.5,349.16,10.0,6.6
PROP-12858,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,2815368.38,1254.0,4,1,1998.0,2025-09-27,Pending,7,3.7,2245.11,28.0,6.4
PROP-12859,6 BHK Villa for sale in Brooklyn,New York,Brooklyn,Villa,5426093.04,4879.0,6,5,2009.0,2024-04-07,Sold,9,4.6,1112.13,17.0,8.0
PROP-12860,Residential plot of 5022 sqft in Manhattan,New York,Manhattan,Plot,8593039.87,5022.0,0,0,1991.0,2025-06-07,Sold,4,4.8,1711.08,35.0,6.0
PROP-12861,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,1671234.42,1313.0,4,2,1975.0,2024-04-08,Sold,5,3.9,1272.84,51.0,5.7
PROP-12862,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Commercial,12861450.33,16245.0,0,9,1965.0,2025-09-05,Sold,5,3.8,791.72,61.0,5.9
PROP-12863,2 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,2239604.12,1603.0,2,1,2017.0,2025-06-13,Pending,10,4.2,1397.13,9.0,8.0
PROP-12864,3 BHK Apartment for sale in Marina,San Francisco,Marina,Apartment,591090.04,601.0,3,1,1953.0,2024-10-06,Active,8,5.0,983.51,73.0,7.9
PROP-12865,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Commercial,2826072.55,2738.0,0,5,2005.0,2025-08-06,Sold,2,5.0,1032.17,21.0,5.1
PROP-12866,Residential plot of 4375 sqft in Marina,San Francisco,Marina,Plot,4931617.21,4375.0,0,0,1991.5,2025-03-10,Pending,2,3.3,1127.23,34.5,4.3
PROP-12867,Residential plot of 6257 sqft in Mission District,San Francisco,Mission District,Plot,8507587.65,6257.0,0,0,1994.0,2024-03-10,Sold,4,5.0,1359.69,32.0,6.1
PROP-12868,Residential plot of 2087 sqft in Brickell,Miami,Brickell,Plot,1131332.25,2087.0,0,0,1995.5,2024-02-21,Pending,10,4.3,542.09,30.5,8.2
PROP-12869,4 BHK Villa for sale in Bronx,New York,Bronx,Villa,3953321.43,3860.0,4,3,2011.0,2024-08-10,Pending,3,3.6,1024.18,15.0,4.8
PROP-12870,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,Commercial,9763951.28,20842.0,0,6,2006.0,2025-10-19,Active,1,4.6,468.47,20.0,4.8
PROP-12871,Commercial Space / Office in Queens,New York,Queens,Commercial,2017605.77,1648.0,0,9,2003.0,2024-08-29,Active,5,4.4,1224.28,23.0,6.1
PROP-12872,2 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,1166952.91,1303.0,2,2,1931.0,2025-05-10,Pending,6,4.9,895.59,95.0,6.9
PROP-12873,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,4212066.44,4163.0,0,9,1967.0,2025-08-12,Active,10,4.5,1011.79,59.0,8.3
PROP-12874,6 BHK Villa for sale in Loop,Chicago,Loop,Villa,1777412.59,5392.0,6,3,1997.0,2024-07-06,Pending,4,3.0,329.64,29.0,5.0
PROP-12875,Residential plot of 2436 sqft in Hyde Park,Chicago,Hyde Park,Plot,714551.31,2436.0,0,0,1993.0,2025-07-07,Sold,5,4.2,293.33,33.0,6.0
PROP-12876,4 BHK Villa for sale in SOMA,San Francisco,SOMA,Villa,4584077.84,2956.0,4,5,2015.0,2025-02-16,Active,6,3.9,1550.77,11.0,6.1
PROP-12877,Commercial Space / Office in East Austin,Austin,East Austin,Commercial,2579536.83,8024.0,0,2,1997.0,2025-03-04,Active,9,4.1,321.48,29.0,7.7
PROP-12878,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,13306491.39,8816.0,0,7,2006.0,2025-08-08,Pending,8,4.9,1509.36,20.0,7.5
PROP-12879,6 BHK Villa for sale in Marina,San Francisco,Marina,Villa,3691225.0,3874.0,6,5,2007.0,2025-07-22,Sold,9,5.0,952.82,19.0,8.3
PROP-12880,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,5727454.42,20589.0,0,8,1999.0,2024-09-07,Sold,4,4.5,278.18,27.0,5.8
PROP-12881,4 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,2454658.92,5064.0,4,4,2012.0,2025-04-03,Sold,7,4.9,484.73,14.0,7.2
PROP-12882,4 BHK Villa for sale in Bronx,New York,Bronx,Villa,4938514.98,5818.0,4,4,1988.0,2025-09-10,Pending,9,4.9,848.83,38.0,8.2
PROP-12883,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Commercial,5705995.51,6045.0,0,4,1986.0,2025-03-20,Active,1,3.9,943.92,40.0,4.1
PROP-12884,Commercial Space / Office in River North,Chicago,River North,Commercial,6670810.03,18457.0,0,3,2022.0,2025-01-02,Pending,5,4.8,361.42,4.0,6.3
PROP-12885,Commercial Space / Office in Queens,New York,Queens,Commercial,3296879.62,2405.0,0,8,1970.0,2024-05-23,Active,4,3.5,1370.84,56.0,5.0
PROP-12886,4 BHK Apartment for sale in Downtown,Austin,Downtown,Apartment,820801.3,2044.0,4,1,1947.0,2024-11-04,Active,8,4.9,401.57,79.0,7.8
PROP-12887,2 BHK Apartment for sale in Marina,San Francisco,Marina,Apartment,1727187.0,1452.0,2,3,2006.0,2024-08-20,Sold,6,4.0,1189.52,20.0,6.2
PROP-12888,Residential plot of 1268 sqft in River North,Chicago,River North,Plot,501020.43,1268.0,0,0,1986.0,2024-03-07,Sold,1,3.6,395.13,40.0,3.9
PROP-12889,Residential plot of 5703 sqft in Little Havana,Miami,Little Havana,Plot,3108070.67,5703.0,0,0,1994.0,2024-11-25,Pending,5,4.2,544.99,32.0,5.8
PROP-12890,4 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,1661814.46,3116.0,4,5,1994.0,2025-01-22,Active,6,4.9,533.32,32.0,6.7
PROP-12891,Commercial Space / Office in Downtown,Austin,Downtown,Commercial,10868409.97,23704.0,0,8,2004.0,2025-07-04,Pending,4,3.5,458.51,22.0,5.2
PROP-12892,1 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,2197443.22,2059.0,1,2,1963.0,2024-02-25,Sold,10,5.0,1067.24,63.0,8.3
PROP-12893,Residential plot of 6831 sqft in SOMA,San Francisco,SOMA,Plot,10836830.94,6831.0,0,0,1992.0,2024-12-12,Active,5,3.2,1586.42,34.0,5.2
PROP-12894,Residential plot of 8327 sqft in Downtown,Austin,Downtown,Plot,3637013.45,8327.0,0,0,1988.0,2025-09-06,Active,6,4.1,436.77,38.0,6.4
PROP-12895,Residential plot of 7051 sqft in Bronx,New York,Bronx,Plot,7192112.68,6041.5,0,0,1993.0,2024-01-14,Active,7,4.8,1190.45,33.0,6.8
PROP-12896,2 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,Apartment,384936.62,1428.0,2,1,2007.0,2025-09-07,Sold,3,3.1,269.56,19.0,4.6
PROP-12897,5 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,1428792.24,3332.0,5,2,2003.0,2025-05-29,Pending,7,4.7,428.81,23.0,7.3
PROP-12898,Residential plot of 6340 sqft in Queens,New York,Queens,Plot,7068085.7,6340.0,0,0,1988.0,2025-07-18,Pending,5,4.9,1114.84,38.0,6.6
PROP-12899,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,5987884.76,21388.0,0,4,2017.0,2024-02-22,Pending,5,4.0,279.96,9.0,5.9
PROP-12900,Residential plot of 1111 sqft in Mission District,San Francisco,Mission District,Plot,1594788.51,1111.0,0,0,1994.0,2024-11-12,Pending,2,3.7,1435.45,32.0,4.5
PROP-12901,Commercial Space / Office in Pacific Heights,San Francisco,Pacific Heights,Commercial,43654409.09,21590.0,0,7,2015.0,2024-02-26,Pending,1,5.0,2021.97,11.0,5.0
PROP-12902,Commercial Space / Office in River North,Chicago,River North,Commercial,5108364.02,16607.0,0,5,1986.0,2025-09-08,Pending,4,3.9,307.6,40.0,5.6
PROP-12903,2 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apartment,871759.49,555.0,2,2,1974.0,2024-10-05,Pending,3,3.5,1570.74,52.0,4.6
PROP-12904,6 BHK Villa for sale in Marina,San Francisco,Marina,Villa,7302078.91,5772.0,6,3,2020.0,2024-04-21,Active,1,4.2,1265.09,6.0,4.2
PROP-12905,Residential plot of 4553 sqft in Loop,Chicago,Loop,Plot,1737066.79,4553.0,0,0,1991.0,2024-07-04,Pending,3,4.6,381.52,35.0,5.3
PROP-12906,1 BHK Apartment for sale in Little Havana,Miami,Little Havana,Apartment,1218310.39,2384.0,1,1,1926.0,2025-07-23,Pending,4,4.1,511.04,100.0,5.5
PROP-12907,Residential plot of 9854 sqft in East Austin,Austin,East Austin,Plot,3128702.29,9854.0,0,0,1994.0,2025-10-12,Pending,8,4.2,317.51,32.0,7.4
PROP-12908,1 BHK Apartment for sale in Queens,New York,Queens,Apartment,2226036.65,1871.0,1,2,1954.0,2024-04-04,Sold,10,4.1,1189.76,72.0,8.0
PROP-12909,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,11188316.01,10518.0,0,7,2002.0,2025-10-11,Active,8,4.9,1063.73,24.0,7.7
PROP-12910,4 BHK Villa for sale in South Beach,Miami,South Beach,Villa,2169654.81,4106.0,4,3,2015.0,2025-03-14,Pending,9,4.5,528.41,11.0,8.0
PROP-12911,3 BHK Villa for sale in SOMA,San Francisco,SOMA,Villa,5791788.26,4545.0,3,4,1993.0,2025-11-05,Sold,6,3.2,1274.32,33.0,6.0
PROP-12912,Residential plot of 4074 sqft in Brooklyn,New York,Brooklyn,Plot,4591225.03,4074.0,0,0,1994.0,2025-04-12,Sold,4,3.9,1126.96,32.0,5.5
PROP-12913,2 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,1585871.53,1641.0,2,1,1964.0,2024-12-15,Sold,5,4.3,966.41,62.0,6.1
PROP-12914,Residential plot of 5487 sqft in Downtown,Austin,Downtown,Plot,2119229.63,5487.0,0,0,1988.0,2025-04-07,Pending,5,4.1,386.23,38.0,6.2
PROP-12915,2 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,473320.67,755.0,2,3,1957.0,2024-12-02,Sold,1,4.2,626.91,69.0,4.5
PROP-12916,Commercial Space / Office in Queens,New York,Queens,Commercial,11447428.94,11199.0,0,10,1976.0,2025-03-12,Active,8,3.1,1022.18,50.0,6.8
PROP-12917,5 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1845293.45,5832.0,5,3,1981.0,2025-01-03,Active,5,3.9,316.41,45.0,6.0
PROP-12918,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,Commercial,10064397.0,17964.0,0,6,1960.0,2024-03-31,Active,8,4.0,560.25,66.0,7.0
PROP-12919,3 BHK Apartment for sale in Queens,New York,Queens,Apartment,2081833.55,1693.0,2,1,1955.0,2025-10-29,Sold,4,4.1,1229.67,71.0,5.5
PROP-12920,1 BHK Apartment for sale in River North,Chicago,River North,Apartment,328167.18,994.0,1,2,1986.0,2024-05-23,Sold,3,5.0,330.15,40.0,5.8
PROP-12921,Residential plot of 1052 sqft in West Lake Hills,Austin,West Lake Hills,Plot,653881.93,1052.0,0,0,1990.0,2025-11-09,Sold,1,3.5,621.56,36.0,4.1
PROP-12922,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,12866336.9,7914.0,0,2,1961.0,2025-10-15,Active,5,4.6,1625.77,65.0,6.4
PROP-12923,Residential plot of 3394 sqft in Hyde Park,Chicago,Hyde Park,Plot,1069147.96,3394.0,0,0,1993.0,2025-01-30,Pending,10,4.5,315.01,33.0,8.1
PROP-12924,4 BHK Villa for sale in Hyde Park,Chicago,Hyde Park,Villa,1397034.33,4617.0,4,5,1992.0,2025-01-13,Sold,6,4.6,302.58,34.0,6.5
PROP-12925,Commercial Space / Office in Bronx,New York,Bronx,Commercial,1212737.0,1362.0,0,7,1965.0,2024-09-05,Pending,5,3.2,890.41,61.0,5.5
PROP-12926,3 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,1273957.07,1929.0,3,2,1942.0,2024-02-13,Sold,10,4.2,660.42,84.0,8.1
PROP-12927,Residential plot of 3549 sqft in Coral Gables,Miami,Coral Gables,Plot,3027405.08,3549.0,0,0,1991.0,2025-10-18,Pending,6,3.4,853.03,35.0,6.0
PROP-12928,6 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1573862.86,4528.0,6,3,2014.0,2025-05-17,Pending,8,3.1,347.58,12.0,6.6
PROP-12929,4 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,1772287.86,3944.0,4,2,1999.0,2025-06-07,Pending,5,4.4,449.36,27.0,6.3
PROP-12930,5 BHK Villa for sale in Marina,San Francisco,Marina,Villa,2924983.54,3034.0,5,4,1993.0,2024-07-15,Sold,4,4.9,964.07,33.0,6.2
PROP-12931,2 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,1639642.0,2451.0,2,3,1990.0,2025-01-01,Pending,7,4.8,668.97,36.0,7.2
PROP-12932,3 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,1007400.12,929.0,3,2,1933.0,2025-03-03,Active,3,3.4,1084.39,93.0,4.9
PROP-12933,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,Commercial,2347735.61,4728.0,0,6,1976.0,2025-05-01,Sold,1,3.5,496.56,50.0,4.1
PROP-12934,1 BHK Apartment for sale in Loop,Chicago,Loop,Apartment,703941.82,2059.0,1,1,1991.0,2024-11-01,Active,7,3.4,341.89,35.0,6.4
PROP-12935,1 BHK Apartment for sale in Lincoln Park,Chicago,Lincoln Park,Apartment,684140.9,1410.0,1,3,1978.0,2024-07-24,Active,6,3.6,485.21,48.0,6.2
PROP-12936,6 BHK Villa for sale in Marina,San Francisco,Marina,Villa,5778301.78,4501.0,6,4,1981.0,2025-08-20,Sold,10,4.5,1283.78,45.0,8.0
PROP-12937,Commercial Space / Office in Little Havana,Miami,Little Havana,Commercial,9693762.89,22885.0,0,10,2020.0,2025-08-06,Active,10,5.0,423.59,6.0,8.6
PROP-12938,5 BHK Villa for sale in Manhattan,New York,Manhattan,Villa,4573358.82,2545.0,5,4,1987.0,2024-11-30,Pending,6,4.8,1797.0,39.0,6.8
PROP-12939,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,20925991.0,18466.0,0,7,2012.0,2024-10-02,Active,7,3.3,1133.22,14.0,6.2
PROP-12940,Residential plot of 4387 sqft in Queens,New York,Queens,Plot,5717761.0,4387.0,0,0,1988.0,2025-02-16,Sold,5,4.5,1303.34,38.0,6.1
PROP-12941,3 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,2241673.42,1444.0,3,3,1973.0,2025-10-06,Sold,8,4.1,1552.41,53.0,7.4
PROP-12942,3 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,801667.08,1661.0,2,2,1941.0,2024-06-21,Sold,7,3.1,482.64,85.0,6.1
PROP-12943,1 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,607463.77,1149.0,1,2,2015.0,2024-01-03,Active,10,4.7,528.69,11.0,8.5
PROP-12944,Commercial Space / Office in Little Havana,Miami,Little Havana,Commercial,1761859.6,3364.0,0,4,1970.0,2024-11-06,Pending,5,4.4,523.74,56.0,5.9
PROP-12945,Residential plot of 5153 sqft in Little Havana,Miami,Little Havana,Plot,2121841.11,5153.0,0,0,1994.0,2024-03-26,Sold,5,3.3,411.77,32.0,5.7
PROP-12946,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,4996533.81,17486.0,0,4,1961.0,2025-07-15,Active,3,3.3,285.74,65.0,4.6
PROP-12947,4 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apartment,617357.32,516.0,4,3,2010.0,2025-03-21,Pending,2,4.7,1196.43,16.0,5.4
PROP-12948,4 BHK Villa for sale in Bronx,New York,Bronx,Villa,4614768.09,4669.0,4,3,2011.0,2024-01-02,Active,5,4.8,988.38,15.0,6.4
PROP-12949,1 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,333675.17,783.0,1,3,1934.0,2024-09-02,Active,4,4.8,426.15,92.0,6.1
PROP-12950,5 BHK Villa for sale in Downtown,Austin,Downtown,Villa,1149658.1,2622.0,5,2,2018.0,2024-08-20,Sold,7,3.3,438.47,8.0,6.3
PROP-12951,Residential plot of 5042 sqft in South Beach,Miami,South Beach,Plot,2640461.89,5042.0,0,0,1990.0,2025-01-25,Active,9,4.1,523.69,36.0,7.8
